kosu,grup,conf_esigi,goruntu_sayisi,hedef_sayisi,dogru_bulunan_tp,kacirilan_fn,recall,fp_goruntu_basina,fp_durumu,az_ornek,kosu_girdi,kosu_tarama_notu,kosu_recall_turetimi,kosu_fp_turetimi,kosu_az_ornek_siniri,kosu_surum_python,kosu_surum_ultralytics,kosu_surum_sahi,kosu_surum_torch,kosu_tarih,kosu_komut
Model-512,ZRI,0.91,87,939,0,939,0.0,0.0,tahmin kaydindan turetildi,,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI,0.92,87,939,0,939,0.0,0.0,tahmin kaydindan turetildi,,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI,0.93,87,939,0,939,0.0,0.0,tahmin kaydindan turetildi,,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI,0.94,87,939,0,939,0.0,0.0,tahmin kaydindan turetildi,,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI,0.95,87,939,0,939,0.0,0.0,tahmin kaydindan turetildi,,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.05,70,31,29,2,0.9355,1.99,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.06,70,31,28,3,0.9032,1.71,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.07,70,31,28,3,0.9032,1.41,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.08,70,31,28,3,0.9032,1.29,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.09,70,31,28,3,0.9032,1.16,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.1,70,31,28,3,0.9032,1.07,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.11,70,31,28,3,0.9032,0.99,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.12,70,31,28,3,0.9032,0.9,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.13,70,31,28,3,0.9032,0.81,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.14,70,31,28,3,0.9032,0.76,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.15,70,31,28,3,0.9032,0.71,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.16,70,31,28,3,0.9032,0.71,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.17,70,31,28,3,0.9032,0.66,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.18,70,31,28,3,0.9032,0.59,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.19,70,31,28,3,0.9032,0.57,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.2,70,31,28,3,0.9032,0.56,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.21,70,31,28,3,0.9032,0.53,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.22,70,31,28,3,0.9032,0.5,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.23,70,31,28,3,0.9032,0.49,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.24,70,31,28,3,0.9032,0.49,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.25,70,31,28,3,0.9032,0.43,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.26,70,31,28,3,0.9032,0.43,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.27,70,31,28,3,0.9032,0.41,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.28,70,31,28,3,0.9032,0.39,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.29,70,31,28,3,0.9032,0.37,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.3,70,31,28,3,0.9032,0.36,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.31,70,31,28,3,0.9032,0.36,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.32,70,31,28,3,0.9032,0.34,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.33,70,31,28,3,0.9032,0.31,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.34,70,31,28,3,0.9032,0.3,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.35,70,31,28,3,0.9032,0.3,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.36,70,31,28,3,0.9032,0.29,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.37,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.38,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.39,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.4,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.41,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.42,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.43,70,31,28,3,0.9032,0.26,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.44,70,31,28,3,0.9032,0.24,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.45,70,31,28,3,0.9032,0.23,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
Model-512,ZRI_HARIC,0.46,70,31,28,3,0.9032,0.23,tahmin kaydindan turetildi,az ornek,reports/test_kutu_bazinda.csv + reports/test_kutu_bazinda_model512.csv,yeni model taramasi yapilmadi; mevcut kutu bazinda kayitlardan turetildi,eslesen_skor >= esik; olculmus uc esikte birebir dogrulandi,Model-512: tahminler_model512.csv'den turetildi (tum esikler dolu). Taban-512: tahmin kaydi alinmadigi icin yalnizca olculmus uc esikte dolu.,50,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-12 08:58:24,scripts/13_kutu_bazinda_karsilastir.py
